RSI_MIN_LONG,RSI_MAX_SHORT,MOM20_MIN,MOM60_MIN,MOM20_MAX_SHORT,MOM60_MAX_SHORT,SMA60_FILTER_ON,VOLR20_MIN,PVCORR_MIN,RELMOM_MIN,BETA_MAX,ALLOW_SHORT,REGIME_ON_MIN_BREADTH,REGIME_OFF_MAX_BREADTH,REGIME_BTC_SMA60_ON,REGIME_BTC_RSI_MIN,CLOSE_ALL_ON_REGIME_OFF,MAX_COINS,WEIGHTING,MAX_GROSS_EXPOSURE,FIXED_FRACTION_PER_TRADE,SL_ATR_MULT,TP_ATR_MULT,STOP_TP_PRIORITY,COOLDOWN_AFTER_EXIT,FEE_IN,FEE_OUT,SLIPPAGE,START,END,SYMBOLS,INITIAL_CAPITAL,cagr,vol,sharpe,mdd,final_equity
65,25,0.0,0.1,0.0,0.0,True,1.0,0.2,0.02,1.5,False,0.45,0.35,True,55,False,3,inv_vol,1.0,0.2,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.23591717488089903,0.22375287587220727,1.0577842598754246,-0.29220672812435144,2883678.484966205
50,40,-0.3,-0.2,0.0,0.02,True,1.2,0.0,0.0,1.5,False,0.5,0.45,True,60,True,2,inv_vol,1.0,0.2,2.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.23294093115307613,0.22090915079640688,1.0571567941691653,-0.26009938631397533,2849124.010040584
60,25,-0.2,-0.3,-0.02,-0.02,True,1.2,0.0,0.05,2.0,False,0.55,0.45,True,50,False,1,inv_vol,1.0,0.2,2.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.19093707363433254,0.18059293322347209,1.0558694242271711,-0.18150239001089885,2395764.221563978
50,30,-0.2,-0.2,-0.02,0.02,True,2.0,0.2,0.0,2.5,False,0.6,0.4,True,45,True,3,equal,1.0,0.25,3.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3171578828820767,0.3036911482920182,1.0555105262545632,-0.32363657356724496,3964506.888921353
65,25,0.0,0.1,0.02,-0.02,True,1.5,0.2,0.0,1.5,False,0.45,0.4,True,55,True,3,inv_vol,1.0,0.3,2.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3051652785652228,0.2910284623929016,1.0554827401606646,-0.32289281032522665,3787281.256028325
55,35,0.1,0.1,0.02,0.02,False,1.2,0.0,0.0,2.5,False,0.55,0.4,True,55,False,2,equal,1.0,0.25,3.0,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3292187319287112,0.31655211926138394,1.054698464944317,-0.29563635509295083,4149370.9737480893
65,40,0.1,-0.2,0.02,0.02,True,1.0,0.0,0.0,2.5,False,0.5,0.4,True,50,False,1,inv_vol,1.0,0.15,2.5,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.13243722274541114,0.1254592926944144,1.0530074394337356,-0.1515259352963847,1862390.2100709174
65,40,-0.2,0.1,0.0,0.0,True,1.2,0.0,0.05,2.0,False,0.6,0.45,True,60,True,1,inv_vol,1.0,0.15,2.5,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.09693810988659579,0.09189327437812181,1.0527101666551741,-0.10044481645180958,1588219.8700953696
55,35,-0.3,-0.3,0.0,0.0,True,1.5,0.0,0.0,2.5,False,0.6,0.45,True,55,False,3,equal,1.0,0.3,2.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3866190054798688,0.3767181910729782,1.0520144438256687,-0.30385812790950206,5126084.281816319
60,25,0.0,-0.3,-0.02,0.02,True,1.5,0.2,0.02,3.0,False,0.55,0.4,True,50,False,3,equal,1.0,0.15,3.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.22904724570605794,0.21877310411693865,1.0509372117683382,-0.2861396487421276,2804418.926566718
50,40,0.0,-0.3,0.0,0.02,True,1.5,0.1,0.02,1.5,False,0.55,0.45,True,60,False,3,inv_vol,1.0,0.3,2.0,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3121311673045333,0.3005506915095182,1.050828134138515,-0.348132869743897,3889432.666948512
65,35,-0.3,0.0,0.02,0.02,True,1.2,0.0,0.0,1.5,False,0.55,0.35,True,55,True,2,inv_vol,1.0,0.25,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2394284387037351,0.2297738398180035,1.0479447968751499,-0.2730581819811898,2924874.822726535
50,30,0.0,0.1,-0.02,0.0,True,1.0,0.2,0.02,1.5,False,0.5,0.45,True,45,False,1,inv_vol,1.0,0.25,2.5,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.18798685640752177,0.18001363887319355,1.046942249477329,-0.27013375861204214,2366236.660787589
55,25,-0.3,0.1,-0.02,0.0,True,1.0,0.1,0.02,1.5,False,0.55,0.4,True,45,False,2,inv_vol,1.0,0.15,2.0,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.19285593493762931,0.18445584314297886,1.0466524863397204,-0.18366609429099023,2415127.029429411
50,25,-0.2,-0.2,0.02,0.0,False,1.0,0.0,0.02,1.5,False,0.5,0.4,False,55,False,1,inv_vol,1.0,0.15,2.5,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.12975582997778856,0.12415148785864286,1.0437386011087413,-0.12253337476606241,1840445.4754670535
65,40,0.1,-0.2,-0.02,0.0,True,1.5,0.0,0.0,2.5,False,0.55,0.45,False,50,False,1,equal,1.0,0.15,3.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.11898598315975417,0.11392217764451275,1.0436144883611185,-0.1189682859193052,1754378.2403728592
50,40,0.0,0.1,-0.02,0.02,True,1.0,0.0,0.05,1.5,False,0.55,0.35,True,45,False,3,inv_vol,1.0,0.25,2.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3296536442074991,0.3233178911988637,1.0432540893818945,-0.41592036556564804,4156163.6619836004
65,40,-0.3,0.1,-0.02,-0.02,True,1.0,0.0,0.05,2.5,False,0.45,0.4,True,55,True,1,equal,1.0,0.15,3.0,2.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.11847622398471302,0.11393703326151007,1.039591856758668,-0.12599763457516922,1750385.8044768835
50,25,0.0,0.0,0.02,0.0,True,1.0,0.2,0.05,2.0,False,0.5,0.45,False,50,False,1,equal,1.0,0.3,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2705530102948268,0.2622032779642379,1.0392194699391746,-0.2915680330040358,3311036.341032011
60,25,-0.3,-0.3,-0.02,0.0,True,1.5,0.2,0.02,2.0,True,0.5,0.45,True,45,True,1,inv_vol,1.0,0.3,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2834632012915401,0.2766630222548165,1.0366497100649499,-0.4428517394651964,3482708.3466005796
60,35,-0.3,0.0,0.0,0.0,True,1.0,0.1,0.02,2.5,False,0.6,0.45,True,55,True,1,inv_vol,1.0,0.2,2.5,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.1628689511330197,0.1575763543128304,1.036277267618432,-0.13864063516283032,2126443.630445954
55,25,-0.3,0.1,-0.02,0.0,True,1.0,0.1,0.0,2.5,False,0.5,0.45,True,55,True,3,inv_vol,1.0,0.2,3.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3056404724490245,0.30086434778300825,1.0352192084787286,-0.30225699978860876,3794180.7801190508
60,25,-0.2,-0.2,-0.02,0.0,True,1.0,0.1,0.02,2.5,False,0.5,0.45,True,55,False,3,equal,1.0,0.15,2.5,2.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.20812823049515883,0.2025919687941489,1.0346959560456699,-0.25391529203347474,2573742.910347408
55,40,-0.2,-0.3,0.02,0.0,True,1.2,0.1,0.02,2.0,False,0.55,0.45,True,45,True,1,equal,1.0,0.3,2.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2664861920443351,0.2599929515999113,1.034166487013565,-0.2677463369608938,3258384.237162928
55,25,-0.3,-0.3,0.0,0.02,False,1.0,0.1,0.02,2.0,True,0.55,0.45,False,55,True,1,inv_vol,1.0,0.15,3.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.15434826092680032,0.1495226124585853,1.03380165412466,-0.1823274056161368,2049671.512038267
60,30,-0.2,0.1,-0.02,0.0,True,1.5,0.0,0.02,2.0,False,0.55,0.45,False,60,True,1,equal,1.0,0.15,2.0,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.11535527150256208,0.11156238454070182,1.0335354894440953,-0.07601730901277304,1726100.6699752584
60,40,-0.3,0.1,0.0,0.0,True,1.0,0.0,0.02,1.5,False,0.5,0.45,True,55,True,3,inv_vol,1.0,0.25,2.5,2.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3094415468827889,0.3055480895040409,1.0331895460147609,-0.396266948657363,3849732.753285548
65,25,0.1,0.0,0.02,0.02,False,1.0,0.1,0.02,2.0,True,0.45,0.45,True,45,True,1,inv_vol,1.0,0.25,2.5,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.22907648539035774,0.22325613223434446,1.0327594340823483,-0.27405854747291225,2804752.535490618
65,30,0.0,-0.2,0.02,0.02,True,1.5,0.0,0.0,2.5,False,0.5,0.4,True,60,False,2,inv_vol,1.0,0.15,3.0,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.14547560033115725,0.1414452006998578,1.0308031984825827,-0.16400793297525051,1972101.2746163483
65,35,-0.3,-0.3,0.02,-0.02,False,1.0,0.2,0.02,2.5,False,0.55,0.35,True,45,True,1,equal,1.0,0.25,2.5,2.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.1996293245630345,0.1951556037125363,1.029589853571846,-0.164284435260184,2484479.2106130803
60,40,0.0,0.1,-0.02,0.0,True,1.2,0.1,0.0,1.5,False,0.6,0.45,True,50,True,2,equal,1.0,0.3,2.5,2.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.29763621230838355,0.29607123101757166,1.0278304229063908,-0.317152059120804,3679296.464068277
50,40,0.0,-0.2,-0.02,0.02,False,1.0,0.1,0.0,2.5,False,0.55,0.4,True,55,True,1,equal,1.0,0.25,3.0,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.22437280539295323,0.22022305757872002,1.0266178048180528,-0.2012881403884329,2751492.7605525185
65,40,0.0,0.0,0.02,-0.02,False,1.0,0.2,0.0,3.0,False,0.55,0.35,True,60,False,3,equal,1.0,0.2,3.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2583144853138992,0.2563353028296986,1.0245430814788061,-0.20470292856166117,3154612.2138140253
65,40,0.0,0.0,0.02,0.02,False,1.5,0.0,0.0,2.0,False,0.6,0.4,True,50,False,2,equal,1.0,0.25,2.5,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.25402164988445386,0.2524570258797135,1.0207899469849617,-0.28199379093491617,3101167.1282266025
60,35,0.1,-0.3,0.02,0.0,True,1.0,0.0,0.02,2.0,False,0.5,0.4,True,55,True,2,inv_vol,1.0,0.2,3.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.22041976793329465,0.2185995488942792,1.0205021355903088,-0.2507532067877236,2707360.995967232
65,35,-0.3,0.1,0.02,-0.02,True,1.0,0.2,0.0,1.5,False,0.55,0.4,True,50,False,1,inv_vol,1.0,0.25,2.0,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.22351316851543546,0.22060747661583482,1.0189659819855799,-0.1766240710531466,2741847.1460185805
50,40,0.1,-0.3,-0.02,0.02,True,1.2,0.2,0.0,1.5,False,0.55,0.4,True,55,False,1,inv_vol,1.0,0.15,3.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.11840485794054678,0.11687336250313178,1.016114904417756,-0.13068518579233968,1749827.445846649
65,40,-0.3,-0.3,0.0,0.0,True,1.0,0.1,0.05,2.0,False,0.5,0.35,True,45,False,1,equal,1.0,0.2,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.17865278005503704,0.17689831499346256,1.0153284589679952,-0.1852518899131591,2274727.7434935276
60,35,0.0,0.1,-0.02,-0.02,False,1.2,0.1,0.0,2.0,False,0.6,0.45,False,50,False,2,inv_vol,1.0,0.25,2.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2758973216542402,0.27784552746371527,1.0135237987052887,-0.2987256533613488,3381260.482554996
50,40,0.1,0.0,0.02,0.0,True,1.2,0.0,0.02,1.5,False,0.5,0.35,False,50,False,3,equal,1.0,0.3,2.5,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.37716055338510457,0.3899781830415977,1.0129391281504376,-0.5395038034231866,4953622.104458337
50,25,0.1,-0.2,-0.02,-0.02,True,1.5,0.0,0.0,2.5,True,0.55,0.45,True,55,False,2,inv_vol,1.0,0.3,2.0,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.34205600536211334,0.350495110610398,1.0126396752901796,-0.36003751170002907,4353646.858658203
50,40,0.0,-0.3,0.0,0.02,True,1.5,0.0,0.0,3.0,False,0.45,0.35,True,45,True,1,equal,1.0,0.3,3.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2381824880859016,0.2392519384462516,1.0124395687539003,-0.2784904622021366,2910203.019226117
60,25,-0.3,0.1,-0.02,0.0,False,1.5,0.0,0.0,3.0,False,0.45,0.4,True,50,True,2,equal,1.0,0.25,2.5,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.25654858953117143,0.25854665065940574,1.011884676883413,-0.3116600906115776,3132538.6276335963
55,35,0.1,0.1,0.0,-0.02,True,1.5,0.2,0.02,3.0,False,0.6,0.4,True,60,True,3,equal,1.0,0.2,2.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.21541999157918545,0.21562604203331334,1.0111999287671918,-0.2625836638952602,2652356.3821817497
50,40,0.0,0.0,-0.02,0.02,True,1.0,0.0,0.0,2.5,False,0.6,0.35,True,45,False,3,equal,1.0,0.15,2.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.21728960409259446,0.21836582593809806,1.009848273702007,-0.1985768867912746,2672819.0952060525
55,25,-0.3,0.1,-0.02,0.02,True,1.5,0.2,0.0,2.0,True,0.6,0.4,True,50,False,2,equal,1.0,0.25,2.0,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.29873475028486274,0.3043125046681104,1.0093116454199975,-0.3878308674755203,3694896.7380537745
65,30,0.1,-0.2,-0.02,-0.02,True,1.0,0.2,0.02,1.5,False,0.6,0.35,False,55,True,3,inv_vol,1.0,0.15,3.0,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.19653738487957262,0.19691487647394998,1.0084311599275757,-0.22098456917760145,2452626.1915429384
55,30,-0.3,0.0,0.0,0.02,False,2.0,0.0,0.0,1.5,False,0.5,0.45,False,55,True,2,inv_vol,1.0,0.3,3.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.30018060017267745,0.3051515548687763,1.006933621197046,-0.3026049932113204,3715509.7774482775
55,35,-0.2,-0.2,0.02,0.02,False,1.0,0.1,0.02,2.5,False,0.55,0.35,True,50,False,1,equal,1.0,0.15,3.0,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.13743964658862184,0.13715472798717848,1.0067504286926021,-0.13344871284055615,1903889.8112586106
65,35,-0.2,0.1,-0.02,0.0,True,1.0,0.2,0.0,2.0,False,0.55,0.45,False,50,True,3,inv_vol,1.0,0.15,2.5,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.1631002662895451,0.1641433830989438,1.002510356093671,-0.15655702521845627,2128559.407835803
65,30,0.0,0.0,0.02,0.0,False,2.0,0.0,0.0,1.5,False,0.55,0.35,True,45,True,2,equal,1.0,0.3,2.0,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.25407752396358485,0.25756142116606084,1.0024460206590868,-0.35675880711234476,3101858.0664534825
55,40,0.1,-0.2,0.02,-0.02,False,1.5,0.2,0.0,2.5,False,0.45,0.45,False,60,True,2,inv_vol,1.0,0.25,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.21933778222098232,0.22237804207431652,1.0022416769535922,-0.26982776316362744,2695380.952299856
65,40,0.1,0.1,-0.02,0.0,True,1.5,0.1,0.0,2.0,False,0.45,0.35,True,45,True,2,equal,1.0,0.15,3.0,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.17243093783497354,0.1734856715559067,1.0020218305135613,-0.23593910205010815,2215319.395800074
55,40,-0.2,0.1,0.0,0.0,False,2.0,0.0,0.0,2.0,False,0.6,0.45,True,45,True,3,inv_vol,1.0,0.25,2.5,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.27876545142296205,0.2856446116345041,1.000691729888394,-0.37362843300261517,3419435.938382669
