RSI_MIN_LONG,RSI_MAX_SHORT,MOM20_MIN,MOM60_MIN,MOM20_MAX_SHORT,MOM60_MAX_SHORT,SMA60_FILTER_ON,VOLR20_MIN,PVCORR_MIN,RELMOM_MIN,BETA_MAX,ALLOW_SHORT,REGIME_ON_MIN_BREADTH,REGIME_OFF_MAX_BREADTH,REGIME_BTC_SMA60_ON,REGIME_BTC_RSI_MIN,CLOSE_ALL_ON_REGIME_OFF,MAX_COINS,WEIGHTING,MAX_GROSS_EXPOSURE,FIXED_FRACTION_PER_TRADE,SL_ATR_MULT,TP_ATR_MULT,STOP_TP_PRIORITY,COOLDOWN_AFTER_EXIT,FEE_IN,FEE_OUT,SLIPPAGE,START,END,SYMBOLS,INITIAL_CAPITAL,cagr,vol,sharpe,mdd,final_equity
60,25,0.1,-0.2,-0.02,0.02,True,1.5,0.1,0.05,2.0,False,0.45,0.4,True,45,False,3,equal,1.0,0.15,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2247868043792116,0.18539952391274572,1.185072095486413,-0.23417257324530838,2756147.739046356
65,40,0.0,-0.2,0.02,0.02,True,1.0,0.1,0.02,2.0,False,0.45,0.35,False,60,False,1,inv_vol,1.0,0.25,2.5,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2670298309201846,0.2199824173063387,1.1821161325222775,-0.19697576048900978,3265383.5465134215
50,35,-0.2,0.1,-0.02,0.02,False,1.5,0.2,0.05,2.0,False,0.55,0.45,True,45,True,3,inv_vol,1.0,0.2,3.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.30420223094565824,0.25060862172772247,1.1821038544074198,-0.28981197984061347,3773329.1777570937
55,40,-0.3,0.0,-0.02,0.0,True,1.2,0.2,0.05,2.0,False,0.45,0.45,True,45,False,1,equal,1.0,0.15,3.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.15114973129134368,0.12598773891420664,1.1803941539070326,-0.1563723821726195,2021431.74785494
50,35,0.1,0.1,0.02,-0.02,True,1.5,0.2,0.0,1.5,False,0.6,0.4,True,55,True,3,inv_vol,1.0,0.25,2.5,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3513966200128531,0.2909039609572701,1.17594659466087,-0.3539000031784064,4507275.88846366
55,35,0.0,0.0,0.02,0.0,True,1.5,0.2,0.02,2.5,False,0.55,0.45,True,45,False,2,equal,1.0,0.2,2.0,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2459190021522477,0.2050588177275177,1.1734731399823484,-0.18003787725275544,3002265.1680383803
50,40,0.0,0.0,0.02,0.02,True,1.0,0.2,0.0,1.5,False,0.5,0.45,False,55,True,2,equal,1.0,0.2,3.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2812006012224897,0.23416518345021453,1.1728001678755928,-0.273267705269681,3452118.2912559854
60,35,-0.2,-0.2,0.0,0.0,True,1.0,0.1,0.0,2.5,False,0.55,0.35,True,55,True,3,inv_vol,1.0,0.2,3.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.32905628617816274,0.2751630280842193,1.1719980275897035,-0.29045753912986505,4146836.090160497
60,40,-0.3,0.1,0.0,-0.02,True,1.0,0.1,0.02,2.0,False,0.55,0.45,True,55,True,2,inv_vol,1.0,0.2,3.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.29202713728293306,0.24378898494335183,1.1702510744584538,-0.22508177602288415,3600461.5520397043
60,30,-0.3,-0.2,-0.02,-0.02,False,1.0,0.1,0.0,2.0,False,0.55,0.4,True,55,True,3,equal,1.0,0.25,2.5,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.44860439559930976,0.37618303690500027,1.1698313971612884,-0.43735920917534565,6378946.993921796
60,25,-0.3,0.1,0.0,0.0,True,1.5,0.1,0.0,1.5,False,0.6,0.45,True,55,True,3,equal,1.0,0.15,3.0,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.22061397969163576,0.1848827728098296,1.169178926785591,-0.24826198068023397,2709515.864017387
55,40,0.0,-0.2,-0.02,0.02,True,1.5,0.1,0.0,3.0,False,0.5,0.45,True,50,False,2,inv_vol,1.0,0.15,3.0,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.1930210326828945,0.1629912753990003,1.1643110466376987,-0.17216546886263484,2416798.825679248
65,30,-0.2,-0.3,-0.02,-0.02,False,1.0,0.2,0.02,2.0,False,0.55,0.35,True,55,False,1,equal,1.0,0.3,2.0,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.29814167236516,0.25000682153493925,1.1638348601138402,-0.24050658579851536,3686467.914625886
50,30,0.0,-0.2,0.02,0.0,False,1.5,0.1,0.0,3.0,False,0.5,0.35,True,60,False,3,equal,1.0,0.15,2.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.20329169714375528,0.17170159591289155,1.1635166394261414,-0.2136094364047224,2522636.0637549055
55,25,0.0,-0.3,0.0,-0.02,True,1.0,0.1,0.05,2.5,False,0.5,0.35,True,50,False,2,equal,1.0,0.2,2.5,2.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2995372340941209,0.25252174864846344,1.1624069048737018,-0.29828227059028767,3706326.174732232
55,40,0.1,-0.2,0.0,0.0,True,1.0,0.1,0.0,2.5,False,0.5,0.35,True,55,False,1,inv_vol,1.0,0.25,3.0,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2635383477627127,0.22202291371559424,1.162352965528756,-0.20313057138670554,3220639.650512334
50,40,-0.2,-0.2,0.0,-0.02,True,1.0,0.0,0.02,1.5,False,0.5,0.45,True,55,True,1,equal,1.0,0.15,3.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.15678402374931144,0.13319242155331926,1.159026208709227,-0.13010197168939963,2071387.780474597
50,30,0.1,-0.3,-0.02,0.0,False,1.0,0.2,0.05,2.0,False,0.55,0.4,False,60,False,3,equal,1.0,0.3,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.4264930447350661,0.3639200391215575,1.1568060342564885,-0.3448874417204947,5906745.952458322
65,25,-0.2,0.0,0.02,0.02,True,1.0,0.2,0.05,1.5,False,0.45,0.35,True,55,True,2,inv_vol,1.0,0.3,2.5,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3668971756905903,0.31194315806464745,1.152289087507968,-0.33512381507220146,4771767.015462644
50,30,-0.3,-0.2,-0.02,0.02,True,1.0,0.1,0.02,1.5,False,0.45,0.35,True,55,True,1,equal,1.0,0.2,2.5,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.19497438175893733,0.16693113038747506,1.1487060474401845,-0.14323857958620345,2436649.0042640218
55,25,-0.2,0.1,-0.02,0.02,True,1.5,0.1,0.02,1.5,False,0.5,0.35,True,50,True,3,inv_vol,1.0,0.15,2.0,2.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.19111288815686578,0.16384494361346666,1.1481039284791192,-0.21861251239335266,2397533.1417463413
50,30,-0.2,0.1,0.02,0.02,True,1.0,0.2,0.0,1.5,False,0.45,0.35,False,50,True,1,inv_vol,1.0,0.2,2.5,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.1902836112608597,0.16327482372127963,1.1466595377806976,-0.13437908899979822,2389198.699595576
50,25,-0.3,0.1,0.0,0.02,True,1.5,0.1,0.0,1.5,False,0.55,0.4,True,55,False,2,equal,1.0,0.25,2.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3005272005353341,0.2577494852523987,1.145697727312837,-0.2633949402624056,3720464.7960723876
65,35,-0.2,-0.2,0.0,-0.02,True,1.0,0.1,0.0,2.0,False,0.6,0.35,True,55,False,3,inv_vol,1.0,0.25,2.0,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.36842188599550485,0.3173398920073874,1.145297533286692,-0.36183655133785564,4798439.876046492
60,30,-0.2,0.0,0.0,-0.02,False,1.5,0.2,0.05,1.5,False,0.45,0.45,True,55,False,3,equal,1.0,0.15,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.19693809110549387,0.16922260482901197,1.1450566342689787,-0.17296108068248295,2456735.720681984
65,30,0.1,-0.3,-0.02,0.0,False,1.0,0.1,0.02,2.0,False,0.45,0.35,False,50,False,1,equal,1.0,0.15,2.0,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.15113967465466538,0.13020430867478294,1.1449965891299316,-0.15901875455825254,2021343.451567685
50,30,0.0,0.1,-0.02,0.0,True,1.5,0.1,0.0,2.0,False,0.45,0.35,True,55,True,3,inv_vol,1.0,0.2,2.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2779398349228195,0.23930404935895497,1.1428154517817983,-0.2663228010645492,3408411.6350644445
55,40,0.1,0.0,-0.02,0.02,True,1.5,0.0,0.05,2.0,False,0.45,0.35,False,45,True,1,equal,1.0,0.2,2.0,2.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.19856617171139335,0.1715420618041648,1.1392582771845225,-0.13699536858607497,2473489.551203741
50,30,0.0,0.1,0.0,0.02,True,1.0,0.2,0.02,2.0,False,0.5,0.4,False,50,False,1,inv_vol,1.0,0.2,2.0,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.1966552311567189,0.170220903152608,1.1377777382993381,-0.14804233282810564,2453834.218172637
50,35,0.1,-0.3,0.0,0.0,True,1.0,0.0,0.0,2.5,False,0.45,0.35,True,45,True,3,equal,1.0,0.3,2.5,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.53473832148159,0.4778139725071867,1.1354044666321914,-0.4419604133898841,8514745.7918312
50,35,0.0,0.1,-0.02,-0.02,True,1.0,0.1,0.05,1.5,False,0.6,0.4,True,55,False,1,inv_vol,1.0,0.3,3.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.25118700698294005,0.21909638910340012,1.1328879871810456,-0.25037663721910386,3066275.189229121
65,35,0.1,-0.2,0.0,0.0,False,1.2,0.1,0.0,2.0,False,0.45,0.4,True,55,True,3,inv_vol,1.0,0.3,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.43453598484279476,0.3823026024514276,1.131291346933205,-0.35591149824131774,6075153.200229148
55,25,0.1,-0.3,-0.02,0.02,True,1.5,0.1,0.0,2.0,True,0.45,0.45,True,50,False,3,inv_vol,1.0,0.15,2.0,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2493116421455277,0.21757678439696518,1.1309787966177567,-0.23932022088279603,3043364.2561841235
65,30,0.1,-0.3,0.02,0.0,True,1.0,0.1,0.05,1.5,False,0.6,0.35,False,45,True,1,inv_vol,1.0,0.2,3.0,2.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.16006091622681407,0.14046316611810825,1.127165596714139,-0.22470522431578088,2100893.2021142244
65,35,0.1,-0.3,-0.02,0.0,False,1.5,0.1,0.05,2.0,False,0.55,0.4,False,50,True,2,equal,1.0,0.15,2.0,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.18096778302256422,0.1588508452192995,1.125270119053203,-0.16588960115043716,2297154.739132649
60,35,0.1,-0.3,0.0,0.02,True,2.0,0.2,0.0,2.0,False,0.45,0.35,True,55,False,3,inv_vol,1.0,0.25,2.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.28785630683444974,0.2528820834025735,1.122864422039419,-0.2927594086322529,3542721.7661175877
60,35,-0.2,-0.2,0.02,0.02,True,1.0,0.0,0.05,2.0,False,0.45,0.4,False,50,False,3,inv_vol,1.0,0.15,2.0,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2388446455681268,0.21058487623165,1.1222882122849067,-0.334497748475152,2917992.9649238046
65,35,0.1,0.1,-0.02,0.0,True,1.5,0.1,0.02,2.5,False,0.55,0.4,False,55,False,3,inv_vol,1.0,0.25,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3202602433880619,0.2828468411344628,1.1206310869715963,-0.3624530152323375,4011416.2408651235
65,40,0.1,-0.2,0.0,0.0,True,1.2,0.1,0.0,2.5,False,0.6,0.45,True,55,False,2,inv_vol,1.0,0.25,2.0,2.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2837426069680009,0.2507700126284608,1.1198396310704584,-0.23405951336404163,3486500.8676834665
65,40,0.0,-0.3,-0.02,0.0,True,1.5,0.2,0.0,2.0,False,0.45,0.4,True,55,True,3,equal,1.0,0.2,2.5,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.26369868871908575,0.23361868062037,1.1166022371132742,-0.2629046961131092,3222683.6388091343
50,25,0.0,-0.3,0.02,0.02,False,1.5,0.2,0.0,2.0,False,0.5,0.4,False,60,True,2,inv_vol,1.0,0.2,3.0,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.22153515252876854,0.19680017553850115,1.1138018036727568,-0.2624543629847582,2719755.3933096416
60,25,0.1,-0.2,0.02,-0.02,False,1.0,0.0,0.0,2.0,False,0.45,0.45,True,60,True,1,inv_vol,1.0,0.15,2.5,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.10856227770357285,0.09674825503311206,1.1136317649150598,-0.14224347926397218,1674173.5696813806
65,25,0.1,-0.3,0.0,0.02,False,1.5,0.0,0.05,2.0,False,0.55,0.45,False,50,True,2,inv_vol,1.0,0.15,2.0,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.17949983520809942,0.1596952403412529,1.112386098784794,-0.19641106935414143,2282913.323471818
60,40,-0.3,-0.3,0.0,-0.02,True,1.0,0.2,0.0,2.0,False,0.5,0.4,True,50,True,2,equal,1.0,0.25,2.5,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2994296014668443,0.268076877349631,1.1108495532115459,-0.30937666404088404,3704791.568649699
60,35,0.0,0.0,0.02,-0.02,True,1.5,0.0,0.02,2.5,False,0.55,0.45,True,45,False,3,inv_vol,1.0,0.3,2.0,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3986569266635802,0.35940010292657926,1.1092204587054992,-0.3937406723060275,5352491.697425835
55,35,-0.2,-0.2,-0.02,0.02,True,1.0,0.1,0.0,2.0,False,0.45,0.45,False,60,False,3,inv_vol,1.0,0.25,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.38101689536266337,0.3447187394333999,1.1078364383647958,-0.34202096214739464,5023367.585283416
55,30,0.0,0.0,0.02,0.02,False,1.0,0.2,0.05,2.5,False,0.6,0.4,True,60,False,1,inv_vol,1.0,0.15,3.0,2.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.12591714303189883,0.112952127250051,1.10657252641912,-0.12154999559653479,1809389.8860147048
65,35,-0.2,-0.3,-0.02,0.02,False,1.2,0.1,0.0,3.0,False,0.55,0.35,True,50,True,2,equal,1.0,0.25,3.0,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.34716975429894603,0.31273446652630627,1.1065581855537687,-0.32714781369649115,4437226.7140173735
55,30,-0.2,0.1,0.02,0.02,True,1.0,0.2,0.05,2.0,False,0.6,0.4,True,45,True,2,equal,1.0,0.25,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2898961073237638,0.26094736494993015,1.1052841531269233,-0.23768729700579505,3570866.8836273486
65,25,0.1,-0.3,-0.02,-0.02,True,1.0,0.1,0.05,2.0,True,0.55,0.35,False,50,True,1,equal,1.0,0.3,3.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3206444887745261,0.2878875239329176,1.1052604947809452,-0.36936743836395747,4017257.00462683
65,25,0.0,-0.2,-0.02,-0.02,True,1.5,0.1,0.0,3.0,False,0.45,0.45,False,55,True,3,equal,1.0,0.2,2.0,2.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.24949975838979066,0.22452178217581095,1.102818223194778,-0.2175757926935581,3045656.2331086486
60,35,-0.2,-0.3,0.02,0.02,True,1.0,0.0,0.02,1.5,False,0.55,0.4,False,45,False,3,inv_vol,1.0,0.15,2.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2299596010090894,0.20703050170054432,1.1022787371739686,-0.23857127601768047,2814843.3752033464
50,35,0.0,-0.2,0.0,-0.02,True,1.5,0.2,0.02,1.5,False,0.45,0.4,True,60,False,2,equal,1.0,0.3,2.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.31286237744850776,0.2829489972919206,1.099881067631047,-0.311953241130695,3900282.0553198243
60,25,-0.3,-0.2,0.0,0.02,False,2.0,0.0,0.0,1.5,False,0.45,0.35,True,45,True,3,equal,1.0,0.3,3.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.39140105684320914,0.3578770829551128,1.0971235744831618,-0.3918631205666301,5215088.039601459
65,35,0.0,0.1,0.02,0.0,True,1.0,0.2,0.0,1.5,False,0.6,0.35,True,60,True,2,inv_vol,1.0,0.15,3.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.16036519543137784,0.1451625482229793,1.0968947756128329,-0.15977573521426247,2103649.9260973483
50,25,0.1,-0.3,-0.02,0.0,True,1.5,0.0,0.02,2.0,False,0.55,0.45,True,45,True,2,equal,1.0,0.25,2.0,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.31677975117455737,0.2884420171017339,1.0950322554232599,-0.36161966571326987,3958819.471737923
55,30,-0.3,-0.3,-0.02,0.02,True,1.0,0.2,0.05,1.5,False,0.55,0.35,True,50,True,1,equal,1.0,0.15,2.5,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.14406562940259393,0.13067346167609112,1.0940834455787065,-0.15884823567658923,1959993.7772306765
55,35,-0.2,0.1,-0.02,-0.02,True,1.2,0.2,0.02,2.0,False,0.6,0.35,False,60,False,3,inv_vol,1.0,0.3,3.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3832916598383964,0.35277510199974466,1.092817829006006,-0.4199758548357442,5064875.710541862
55,40,0.1,-0.3,0.0,0.0,True,1.0,0.1,0.05,2.0,False,0.6,0.4,False,55,True,2,inv_vol,1.0,0.25,2.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3019432158901767,0.2763073481454024,1.0899455034066912,-0.2634926696041753,3740763.179273692
50,30,0.1,0.1,0.0,-0.02,True,1.0,0.0,0.02,2.0,False,0.45,0.4,False,45,True,1,equal,1.0,0.25,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.2485095261146404,0.22702519608925403,1.0877672980572033,-0.21096442365232604,3033606.8884130283
50,35,-0.3,0.0,-0.02,0.02,True,1.5,0.0,0.05,2.0,False,0.55,0.4,False,60,True,1,equal,1.0,0.2,2.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.167063766176766,0.15252597270773882,1.087601380773932,-0.14217512166779356,2165074.9171370734
65,30,0.1,-0.2,-0.02,0.02,True,1.5,0.0,0.0,1.5,False,0.45,0.4,False,50,False,2,inv_vol,1.0,0.3,3.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.3310063716123932,0.30710229913940856,1.0827844524624268,-0.36752110970808594,4177348.1546186223
60,30,-0.2,0.1,-0.02,0.0,True,1.0,0.0,0.0,2.0,False,0.45,0.35,False,50,False,3,equal,1.0,0.3,3.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.48037619592033654,0.4581886015122665,1.0827147916784545,-0.5205439138921071,7109850.447904479
55,30,-0.2,0.1,0.0,0.02,True,1.0,0.1,0.0,2.5,False,0.6,0.45,True,50,False,3,inv_vol,1.0,0.2,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.32076797520882083,0.298097732953794,1.0810581784408853,-0.36536077699947755,4019135.5174553352
60,25,-0.2,0.1,0.02,0.0,True,1.2,0.1,0.0,1.5,False,0.6,0.4,False,55,True,2,inv_vol,1.0,0.15,3.0,3.0,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.1834142500863687,0.16885108620620645,1.0807375620201418,-0.14518032766089317,2321047.2023970527
55,40,-0.2,0.1,0.02,-0.02,True,1.0,0.2,0.0,1.5,False,0.6,0.45,False,45,False,3,inv_vol,1.0,0.2,2.5,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.27577174874465427,0.2554772120329527,1.0795761211339947,-0.30696781988989885,3379596.903749472
60,30,0.0,0.0,-0.02,0.0,False,1.0,0.1,0.0,3.0,False,0.45,0.4,True,55,True,1,inv_vol,1.0,0.3,2.5,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.25113998968107776,0.23341278901181506,1.0764098822952703,-0.28487410718107053,3065699.1076736357
65,25,0.0,-0.2,0.0,0.02,True,1.0,0.2,0.0,3.0,False,0.5,0.35,True,45,True,3,equal,1.0,0.15,2.5,2.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.20281653022642643,0.18802501486673495,1.076348859036344,-0.20512289014028584,2517659.1870245347
65,35,-0.2,0.1,-0.02,0.02,False,1.0,0.0,0.05,1.5,False,0.55,0.4,True,50,False,2,equal,1.0,0.2,2.5,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.23712301881388265,0.21978536142037827,1.0761868215954042,-0.3440371765384217,2897773.5158050554
50,30,-0.3,-0.3,0.0,0.0,True,1.0,0.2,0.05,3.0,False,0.45,0.45,False,50,True,2,inv_vol,1.0,0.25,3.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.35179825719966895,0.3299275679841375,1.075783401878322,-0.29761250486952096,4513977.718048216
50,35,0.0,-0.3,0.02,-0.02,True,1.5,0.2,0.0,3.0,False,0.55,0.35,False,60,False,1,inv_vol,1.0,0.25,3.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.18957603487983654,0.1764001503890721,1.0724388358483354,-0.2262240151694629,2382105.718438381
55,25,-0.3,-0.2,-0.02,-0.02,True,1.0,0.1,0.05,2.0,False,0.5,0.35,True,45,True,1,inv_vol,1.0,0.3,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.285659870661068,0.2661904213325726,1.0719698225773273,-0.290797523764062,3512614.1165530845
65,30,-0.3,-0.3,0.02,0.0,True,1.5,0.2,0.0,2.0,False,0.45,0.45,True,50,False,2,inv_vol,1.0,0.25,3.0,2.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.27442188786834887,0.25701194292142926,1.0703661356789407,-0.3009807581900682,3361755.381490051
55,35,0.0,0.1,0.0,-0.02,True,1.5,0.2,0.02,1.5,False,0.5,0.35,False,55,False,2,equal,1.0,0.25,2.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.28204464525195894,0.2635629956017488,1.06986725649412,-0.29837217715883657,3463504.413982874
60,30,0.1,-0.2,0.0,0.0,True,1.2,0.0,0.0,1.5,False,0.45,0.45,True,60,False,1,equal,1.0,0.2,2.5,2.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.1276678701458589,0.118905321466578,1.069866523269142,-0.14666874298199528,1823501.1133029384
60,40,-0.2,0.0,0.0,0.02,True,1.2,0.1,0.0,2.0,False,0.6,0.45,True,50,True,2,inv_vol,1.0,0.2,3.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.23854763781168686,0.22354895090799082,1.0690400754407205,-0.2058535636370179,2914496.7594582154
65,35,-0.3,-0.3,0.02,0.02,True,1.2,0.0,0.0,3.0,False,0.5,0.45,True,45,False,1,inv_vol,1.0,0.2,3.0,3.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.1676997586615081,0.1572647891192778,1.0646613778510299,-0.1560985866122756,2170980.6482456992
50,40,-0.2,-0.2,0.02,0.02,False,1.2,0.1,0.05,2.0,False,0.6,0.4,False,50,False,1,equal,1.0,0.3,3.0,3.0,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.24824202061116374,0.23406357346882467,1.064593823572169,-0.30154361120512974,3030358.379495079
60,40,0.1,-0.3,0.02,-0.02,True,1.0,0.0,0.02,3.0,False,0.45,0.35,True,50,False,3,inv_vol,1.0,0.3,3.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.4821745652468694,0.4766634031862213,1.0640309831286616,-0.5088681729474029,7153140.930757747
55,40,-0.2,-0.2,-0.02,-0.02,True,2.0,0.1,0.0,1.5,False,0.6,0.4,True,55,False,3,inv_vol,1.0,0.15,2.0,2.5,stop,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.1410525421722595,0.13208059383478096,1.0638399342640381,-0.09737138335075302,1934319.5197508489
65,35,-0.2,-0.2,0.0,-0.02,True,1.2,0.0,0.05,1.5,False,0.6,0.4,True,45,True,1,inv_vol,1.0,0.15,3.0,3.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.11350073223112278,0.10672723274171399,1.060757910572944,-0.18950589099453352,1711798.0794999413
50,35,-0.2,-0.3,-0.02,-0.02,True,1.2,0.1,0.05,2.0,False,0.6,0.4,True,50,True,2,equal,1.0,0.25,2.0,2.5,tp,True,0.0005,0.0005,0.0002,2020-10-18,2025-10-16,,1000000.0,0.29136403574700087,0.276527095879169,1.060429484067059,-0.3164044759283028,3591231.783754526
